PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,GAMES_PLAYED_FLAG,ht_feet,ht_inches
2585,Zaza,Pachulia,Zaza Pachulia,"Pachulia, Zaza",Z. Pachulia,1984-02-10T00:00:00,"Tbilisi, Georgia",Georgia,Ulkerspor/Georgia,275,12,27,Center,Active,1610612742,Mavericks,DAL,mavericks,Dallas,zaza_pachulia,2003,2015,N,Y,6,11
1626253,Axel,Toupane,Axel Toupane,"Toupane, Axel",A. Toupane,1992-07-23T00:00:00,,,,210,0,6,Guard-Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,axel_toupane,2015,2015,Y,Y,6,7
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,1987-11-10T00:00:00,Texas,USA,Texas/USA,183,7,12,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,dj_augustin,2008,2015,N,Y,6,0
201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,1988-08-08T00:00:00,"Sant'Angelo Lodigiano, Italy",Italy,Olimpia Milano/Italy,225,6,8,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,danilo_gallinari,2008,2015,N,Y,6,10
201589,Darrell,Arthur,Darrell Arthur,"Arthur, Darrell",D. Arthur,1988-03-25T00:00:00,Kansas,USA,Kansas/USA,235,6,0,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,darrell_arthur,2008,2015,N,Y,6,9
1626144,Emmanuel,Mudiay,Emmanuel Mudiay,"Mudiay, Emmanuel",E. Mudiay,1996-03-05T00:00:00,,Democratic Republic of the Congo,Guangdong/DRC,200,0,0,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,emmanuel_mudiay,2015,2015,N,Y,6,5
203475,Erick,Green,Erick Green,"Green, Erick",E. Green,1991-05-09T00:00:00,Virginia Tech,USA,Virginia Tech/USA,,1,,,Inactive,0,,,,,erick_green,2014,2015,Y,Y,,
203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,210,1,14,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,gary_harris,2014,2015,N,Y,6,4
201581,JJ,Hickson,JJ Hickson,"Hickson, JJ",J. Hickson,1988-09-04T00:00:00,North Carolina State,USA,North Carolina State/USA,242,7,21,Center-Forward,Active,1610612764,Wizards,WAS,wizards,Washington,jj_hickson,2008,2015,N,Y,6,9
203960,JaKarr,Sampson,JaKarr Sampson,"Sampson, JaKarr",J. Sampson,1993-03-20T00:00:00,St. John's (NY),USA,St. John's (N.Y.)/USA,214,1,9,Guard-Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,jakarr_sampson,2014,2015,Y,Y,6,9
2749,Jameer,Nelson,Jameer Nelson,"Nelson, Jameer",J. Nelson,1982-02-09T00:00:00,Saint Joseph's,USA,Saint Joseph's/USA,190,11,1,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,jameer_nelson,2004,2015,N,Y,6,0
203530,Joffrey,Lauvergne,Joffrey Lauvergne,"Lauvergne, Joffrey",J. Lauvergne,1991-09-30T00:00:00,,France,France,220,1,77,Center-Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,joffrey_lauvergne,2014,2015,N,Y,6,11
203994,Jusuf,Nurkic,Jusuf Nurkic,"Nurkic, Jusuf",J. Nurkic,1994-08-23T00:00:00,,Boznia & Herzegovina,Boznia & Herzegovina,280,1,23,Center,Active,1610612743,Nuggets,DEN,nuggets,Denver,jusuf_nurkic,2014,2015,N,Y,7,0
202702,Kenneth,Faried,Kenneth Faried,"Faried, Kenneth",K. Faried,1989-11-19T00:00:00,Morehead State,USA,Morehead State/USA,228,4,35,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,kenneth_faried,2011,2015,N,Y,6,8
203123,Kostas,Papanikolaou,Kostas Papanikolaou,"Papanikolaou, Kostas",K. Papanikolaou,1990-07-31T00:00:00,,Greece,Greece,,1,,,Inactive,0,,,,,kostas_papanikolaou,2014,2015,N,Y,,
2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,218,15,3,Guard-Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,mike_miller,2000,2015,N,Y,6,8
203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,1995-02-19T00:00:00,,Serbia,Serbia,250,0,15,Center,Active,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2015,N,Y,6,10
200751,Randy,Foye,Randy Foye,"Foye, Randy",R. Foye,1983-09-24T00:00:00,Villanova,USA,Villanova/USA,213,9,6,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,randy_foye,2006,2015,N,Y,6,4
203930,Sean,Kilpatrick,Sean Kilpatrick,"Kilpatrick, Sean",S. Kilpatrick,1990-01-06T00:00:00,Cincinnati,USA,Cincinnati/USA,219,1,6,Guard,Active,1610612751,Nets,BKN,nets,Brooklyn,sean_kilpatrick,2014,2015,Y,Y,6,4
203115,Will,Barton,Will Barton,"Barton, Will",W. Barton,1991-01-06T00:00:00,Memphis,USA,Memphis/USA,175,3,5,Forward-Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,will_barton,2012,2015,Y,Y,6,6
2760,Anderson,Varejao,Anderson Varejao,"Varejao, Anderson",A. Varejao,1982-09-28T00:00:00,"Santa Teresa, Brazil",Brazil,FC Barcelona/Brazil,273,11,18,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,anderson_varejao,2004,2015,N,Y,6,11
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,215,11,9,Guard-Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2015,N,Y,6,6
101106,Andrew,Bogut,Andrew Bogut,"Bogut, Andrew",A. Bogut,1984-11-28T00:00:00,Utah,Australia,Utah/Australia,260,10,12,Center,Active,1610612744,Warriors,GSW,warriors,Golden State,andrew_bogut,2005,2015,N,Y,7,0
201575,Brandon,Rush,Brandon Rush,"Rush, Brandon",B. Rush,1985-07-07T00:00:00,Kansas,USA,Kansas/USA,220,7,4,Forward-Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,brandon_rush,2008,2015,N,Y,6,6
203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,230,3,23,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2015,N,Y,6,7
203105,Festus,Ezeli,Festus Ezeli,"Ezeli, Festus",F. Ezeli,1989-10-21T00:00:00,Vanderbilt,Nigeria,Vanderbilt/Nigeria,265,2,31,Center,Active,1610612744,Warriors,GSW,warriors,Golden State,festus_ezeli,2012,2015,Y,Y,6,11
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,1992-05-30T00:00:00,North Carolina,USA,North Carolina/USA,225,3,40,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,harrison_barnes,2012,2015,N,Y,6,8
203546,Ian,Clark,Ian Clark,"Clark, Ian",I. Clark,1991-03-07T00:00:00,Belmont,USA,Belmont University/USA,175,2,21,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,ian_clark,2013,2015,Y,Y,6,3
203949,James Michael,McAdoo,James Michael McAdoo,"McAdoo, James Michael",J. McAdoo,1993-01-04T00:00:00,North Carolina,USA,North Carolina/USA,240,1,20,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,james_michael_mcadoo,2014,2015,Y,Y,6,9
201574,Jason,Thompson,Jason Thompson,"Thompson, Jason",J. Thompson,1986-07-21T00:00:00,Rider,USA,Rider/USA,250,7,1,Forward-Center,Active,1610612761,Raptors,TOR,raptors,Toronto,jason_thompson,2008,2015,N,Y,6,11
1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,220,0,36,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2015,Y,Y,6,9
202691,Klay,Thompson,Klay Thompson,"Thompson, Klay",K. Thompson,1990-02-08T00:00:00,Washington State,USA,Washington State/USA,215,4,11,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,klay_thompson,2011,2015,N,Y,6,7
2571,Leandro,Barbosa,Leandro Barbosa,"Barbosa, Leandro",L. Barbosa,1982-11-28T00:00:00,"Sau Paulo, Brazil",Brazil,Palmeiras/Brazil,194,12,19,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,leandro_barbosa,2003,2015,N,Y,6,3
201578,Marreese,Speights,Marreese Speights,"Speights, Marreese",M. Speights,1987-08-04T00:00:00,Florida,USA,Florida/USA,255,7,5,Forward-Center,Active,1610612744,Warriors,GSW,warriors,Golden State,marreese_speights,2008,2015,N,Y,6,10
2733,Shaun,Livingston,Shaun Livingston,"Livingston, Shaun",S. Livingston,1985-09-11T00:00:00,Peoria Central HS (IL),USA,Peoria Central HS (IL)/USA,192,10,34,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,shaun_livingston,2004,2015,Y,Y,6,7
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,190,6,30,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2015,N,Y,6,3
202726,Andrew,Goudelock,Andrew Goudelock,"Goudelock, Andrew",A. Goudelock,1988-12-07T00:00:00,College of Charleston,USA,Charleston (SC)/USA,200,2,0,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,andrew_goudelock,2011,2015,Y,Y,6,3
101236,Charles,Hayes,Charles Hayes,"Hayes, Charles",C. Hayes,1983-06-11T00:00:00,Kentucky,USA,Kentucky/USA,,10,,,Inactive,0,,,,,chuck_hayes,2005,2015,Y,Y,,
203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,1994-05-18T00:00:00,,Switzerland,Switzerland,240,1,15,Forward-Center,Active,1610612745,Rockets,HOU,rockets,Houston,clint_capela,2014,2015,Y,Y,6,10
201147,Corey,Brewer,Corey Brewer,"Brewer, Corey",C. Brewer,1986-03-05T00:00:00,Florida,USA,Florida/USA,186,8,33,Guard-Forward,Active,1610612745,Rockets,HOU,rockets,Houston,corey_brewer,2007,2015,N,Y,6,9
202700,Donatas,Motiejunas,Donatas Motiejunas,"Motiejunas, Donatas",D. Motiejunas,1990-09-20T00:00:00,"Kaunas, Lithuania",Lithuania,"Kaunas, Lithuania",222,3,20,Forward-Center,Active,1610612745,Rockets,HOU,rockets,Houston,donatas_motiejunas,2012,2015,Y,Y,7,0
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,265,11,12,Center,Active,1610612745,Rockets,HOU,rockets,Houston,dwight_howard,2004,2015,N,Y,6,11
201935,James,Harden,James Harden,"Harden, James",J. Harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,220,6,13,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,james_harden,2009,2015,N,Y,6,5
1891,Jason,Terry,Jason Terry,"Terry, Jason",J. Terry,1977-09-15T00:00:00,Arizona,USA,Arizona/USA,185,16,31,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,jason_terry,1999,2015,N,Y,6,2
2746,Josh,Smith,Josh Smith,"Smith, Josh",J. Smith,1985-12-05T00:00:00,Oak Hill Academy (VA),USA,"Oak Hill Academy (Mouth of Wilson, VA)/USA",225,11,5,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,josh_smith,2004,2015,N,Y,6,9
203909,KJ,McDaniels,KJ McDaniels,"McDaniels, KJ",K. McDaniels,1993-02-09T00:00:00,Clemson,USA,Clemson/USA,205,1,32,Guard-Forward,Active,1610612745,Rockets,HOU,rockets,Houston,kj_mcdaniels,2014,2015,Y,Y,6,6
201977,Marcus,Thornton,Marcus Thornton,"Thornton, Marcus",M. Thornton,1987-06-05T00:00:00,Louisiana State,USA,Louisiana State/USA,205,6,15,Forward-Guard,Active,1610612764,Wizards,WAS,wizards,Washington,marcus_t_thornton,2009,2015,N,Y,6,4
201563,Michael,Beasley,Michael Beasley,"Beasley, Michael",M. Beasley,1989-01-09T00:00:00,Kansas State,USA,Kansas State/USA,235,7,8,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,michael_beasley,2008,2015,N,Y,6,10
1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,240,0,35,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,montrezl_harrell,2015,2015,Y,Y,6,8
201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,185,3,2,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,patrick_beverley,2012,2015,Y,Y,6,1
1626155,Sam,Dekker,Sam Dekker,"Dekker, Sam",S. Dekker,1994-05-08T00:00:00,Wisconsin,USA,Wisconsin/USA,230,0,7,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,sam_dekker,2015,2015,Y,Y,6,9
203093,Terrence,Jones,Terrence Jones,"Jones, Terrence",T. Jones,1992-01-09T00:00:00,Kentucky,USA,Kentucky/USA,252,3,6,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,terrence_jones,2012,2015,Y,Y,6,9
2772,Trevor,Ariza,Trevor Ariza,"Ariza, Trevor",T. Ariza,1985-06-30T00:00:00,UCLA,USA,UCLA/USA,215,11,1,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,trevor_ariza,2004,2015,N,Y,6,8
201951,Ty,Lawson,Ty Lawson,"Lawson, Ty",T. Lawson,1987-11-03T00:00:00,North Carolina,USA,North Carolina/USA,195,6,10,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,ty_lawson,2009,2015,N,Y,5,11
1627293,Alex,Stepheson,Alex Stepheson,"Stepheson, Alex",A. Stepheson,1987-08-07T00:00:00,USC,USA,USC/USA,,0,,,Inactive,0,,,,,alex_stepheson,2015,2015,Y,Y,,
203085,Austin,Rivers,Austin Rivers,"Rivers, Austin",A. Rivers,1992-08-01T00:00:00,Duke,USA,Duke/USA,200,3,25,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,austin_rivers,2012,2015,N,Y,6,4
201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,251,5,32,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,blake_griffin,2009,2015,N,Y,6,10
1626183,Branden,Dawson,Branden Dawson,"Dawson, Branden",B. Dawson,1993-02-01T00:00:00,Michigan State,USA,Michigan State/USA,225,0,22,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,branden_dawson,2015,2015,Y,Y,6,6
203912,CJ,Wilcox,CJ Wilcox,"Wilcox, CJ",C. Wilcox,1990-12-30T00:00:00,Washington,USA,Washington/USA,195,1,30,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,cj_wilcox,2014,2015,Y,Y,6,5
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,175,10,3,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,chris_paul,2005,2015,N,Y,6,0
202332,Cole,Aldrich,Cole Aldrich,"Aldrich, Cole",C. Aldrich,1988-10-31T00:00:00,Kansas,USA,Kansas/USA,250,5,45,Center,Active,1610612746,Clippers,LAC,clippers,Los Angeles,cole_aldrich,2010,2015,Y,Y,6,11
201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,265,7,6,Center,Active,1610612746,Clippers,LAC,clippers,Los Angeles,deandre_jordan,2008,2015,N,Y,6,11
200755,JJ,Redick,JJ Redick,"Redick, JJ",J. Redick,1984-06-24T00:00:00,Duke,USA,Duke/USA,190,9,4,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,jj_redick,2006,2015,N,Y,6,4
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,195,15,11,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,jamal_crawford,2000,2015,N,Y,6,5
201965,Jeff,Ayres,Jeff Ayres,"Ayres, Jeff",J. Ayres,1987-04-29T00:00:00,Arizona State,USA,Arizona State/USA,250,5,19,Forward-Center,Active,1610612746,Clippers,LAC,clippers,Los Angeles,jeff_ayres,2009,2015,Y,Y,6,9
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,235,7,8,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,jeff_green,2007,2015,N,Y,6,9
2746,Josh,Smith,Josh Smith,"Smith, Josh",J. Smith,1985-12-05T00:00:00,Oak Hill Academy (VA),USA,"Oak Hill Academy (Mouth of Wilson, VA)/USA",225,11,5,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,josh_smith,2004,2015,N,Y,6,9
202362,Lance,Stephenson,Lance Stephenson,"Stephenson, Lance",L. Stephenson,1990-09-05T00:00:00,Cincinnati,USA,Cincinnati/USA,230,5,1,Forward-Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,lance_stephenson,2010,2015,N,Y,6,5
201601,Luc,Mbah a Moute,Luc Mbah a Moute,"Mbah a Moute, Luc",L. Mbah a Moute,1986-09-09T00:00:00,UCLA,Cameroon,UCLA/Cameroon,230,7,12,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,luc_mbah_a_moute,2008,2015,N,Y,6,8
203143,Pablo,Prigioni,Pablo Prigioni,"Prigioni, Pablo",P. Prigioni,1977-05-17T00:00:00,Argentina,Argentina,Caja Laboral (Spain)/Argentina,185,3,9,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,pablo_prigioni,2012,2015,N,Y,6,3
1718,Paul,Pierce,Paul Pierce,"Pierce, Paul",P. Pierce,1977-10-13T00:00:00,Kansas,USA,Kansas/USA,235,17,34,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,paul_pierce,1998,2015,N,Y,6,7
202325,Wesley,Johnson,Wesley Johnson,"Johnson, Wesley",W. Johnson,1987-07-11T00:00:00,Syracuse,USA,Syracuse/USA,215,5,33,Forward-Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,wesley_johnson,2010,2015,N,Y,6,7
1626148,Anthony,Brown,Anthony Brown,"Brown, Anthony",A. Brown,1992-10-10T00:00:00,Stanford,USA,Stanford/USA,210,0,3,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_brown,2015,2015,Y,Y,6,7
101138,Brandon,Bass,Brandon Bass,"Bass, Brandon",B. Bass,1985-04-30T00:00:00,Louisiana State,USA,Louisiana State/USA,250,10,2,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,brandon_bass,2005,2015,Y,Y,6,8
1626156,D'Angelo,Russell,D'Angelo Russell,"Russell, D'Angelo",D. Russell,1996-02-23T00:00:00,Ohio State,USA,Ohio State/USA,195,0,1,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,dangelo_russell,2015,2015,N,Y,6,5
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,194,1,6,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_clarkson,2014,2015,Y,Y,6,5
203944,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,250,1,30,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,julius_randle,2014,2015,N,Y,6,9
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,1978-08-23T00:00:00,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,212,19,24,Forward-Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1996,2015,N,Y,6,6
1626204,Larry,Nance Jr.,Larry Nance Jr.,"Nance Jr., Larry",L. Nance Jr.,1993-01-01T00:00:00,Wyoming,USA,Wyoming/USA,230,0,7,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,larry_nance,2015,2015,N,Y,6,9
101150,Lou,Williams,Lou Williams,"Williams, Lou",L. Williams,1986-10-27T00:00:00,South Gwinnett HS (GA),USA,"South Gwinnett HS (Snellville, GA)/USA",175,10,23,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,louis_williams,2005,2015,Y,Y,6,1
1626273,Marcelo,Huertas,Marcelo Huertas,"Huertas, Marcelo",M. Huertas,1983-05-25T00:00:00,,Brazil,Brazil,200,0,9,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,marcelo_huertas,2015,2015,N,Y,6,3
1897,Metta,World Peace,Metta World Peace,"World Peace, Metta",M. World Peace,1979-11-13T00:00:00,St. John's (NY),USA,St. John's/USA,260,15,37,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,metta_world_peace,1999,2015,N,Y,6,7
201156,Nick,Young,Nick Young,"Young, Nick",N. Young,1985-06-01T00:00:00,Southern California,USA,USC/USA,210,8,0,Forward-Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,nick_young,2007,2015,N,Y,6,7
203135,Robert,Sacre,Robert Sacre,"Sacre, Robert",R. Sacre,1989-06-06T00:00:00,Gonzaga,Canada,Canada,270,3,50,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,robert_sacre,2012,2015,Y,Y,7,0
201579,Roy,Hibbert,Roy Hibbert,"Hibbert, Roy",R. Hibbert,1986-12-11T00:00:00,Georgetown,USA,Georgetown/USA,270,7,17,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,roy_hibbert,2008,2015,N,Y,7,2
203527,Ryan,Kelly,Ryan Kelly,"Kelly, Ryan",R. Kelly,1991-04-09T00:00:00,Duke,USA,Duke/USA,230,2,4,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,ryan_kelly,2013,2015,Y,Y,6,11
204028,Tarik,Black,Tarik Black,"Black, Tarik",T. Black,1991-11-22T00:00:00,Kansas,USA,,250,1,28,Center-Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,tarik_black,2014,2015,Y,Y,6,9
2405,Amar'e,Stoudemire,Amar'e Stoudemire,"Stoudemire, Amar'e",A. Stoudemire,1982-11-16T00:00:00,Cypress Creek (FL),USA,"Cypress Creek (Orlando, FL)/USA",245,13,5,Forward-Center,Active,1610612748,Heat,MIA,heat,Miami,amare_stoudemire,2002,2015,N,Y,6,10
2757,Beno,Udrih,Beno Udrih,"Udrih, Beno",B. Udrih,1982-07-05T00:00:00,"Sempeter, Slovenia",Slovenia,Breil Milano/Slovenia,,11,,,Inactive,0,,,,,beno_udrih,2004,2015,N,Y,,
1627362,Briante,Weber,Briante Weber,"Weber, Briante",B. Weber,1992-12-29T00:00:00,Virginia Commonwealth,,Virginia Commonwealth,165,0,12,Guard,Active,1610612748,Heat,MIA,heat,Miami,briante_weber,2015,2015,Y,Y,6,2
2365,Chris,Andersen,Chris Andersen,"Andersen, Chris",C. Andersen,1978-07-07T00:00:00,Blinn,USA,Blinn Junior College (TX)/USA,245,13,7,Forward-Center,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,chris_andersen,2001,2015,N,Y,6,10
2547,Chris,Bosh,Chris Bosh,"Bosh, Chris",C. Bosh,1984-03-24T00:00:00,Georgia Tech,USA,Georgia Tech/USA,235,12,1,Forward,Active,1610612748,Heat,MIA,heat,Miami,chris_bosh,2003,2015,N,Y,6,11
2548,Dwyane,Wade,Dwyane Wade,"Wade, Dwyane",D. Wade,1982-01-17T00:00:00,Marquette,USA,Marquette/USA,220,12,3,Guard,Active,1610612748,Heat,MIA,heat,Miami,dwyane_wade,2003,2015,N,Y,6,4
101123,Gerald,Green,Gerald Green,"Green, Gerald",G. Green,1986-01-26T00:00:00,Gulf Shores Aca. (TX),USA,Gulf Shores Academy (TX)/USA,205,8,14,Forward,Active,1610612748,Heat,MIA,heat,Miami,gerald_green,2005,2015,Y,Y,6,7
201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,1986-05-06T00:00:00,"Ljubljana, Slovenia",Slovenia,Union Olimpija/Slovenia/Slovenia,190,7,7,Guard,Active,1610612748,Heat,MIA,heat,Miami,goran_dragic,2008,2015,N,Y,6,3
202355,Hassan,Whiteside,Hassan Whiteside,"Whiteside, Hassan",H. Whiteside,1989-06-13T00:00:00,Marshall,USA,Marshall/USA,265,3,21,Center,Active,1610612748,Heat,MIA,heat,Miami,hassan_whiteside,2010,2015,Y,Y,7,0
203516,James,Ennis,James Ennis,"Ennis, James",J. Ennis,1990-07-01T00:00:00,Long Beach State,USA,Long Beach State,210,1,4,Forward,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,james_ennis,2014,2015,Y,Y,6,7
203950,Jarnell,Stokes,Jarnell Stokes,"Stokes, Jarnell",J. Stokes,1994-01-07T00:00:00,Tennessee,USA,Tennessee/USA,,1,,,Inactive,0,,,,,jarnell_stokes,2014,2015,Y,Y,,
2207,Joe,Johnson,Joe Johnson,"Johnson, Joe",J. Johnson,1981-06-29T00:00:00,Arkansas,USA,Arkansas/USA,240,14,2,Forward-Guard,Active,1610612748,Heat,MIA,heat,Miami,joe_johnson,2001,2015,N,Y,6,7
201177,Josh,McRoberts,Josh McRoberts,"McRoberts, Josh",J. McRoberts,1987-02-28T00:00:00,Duke,USA,Duke/USA,240,8,4,Forward,Active,1610612748,Heat,MIA,heat,Miami,josh_mcroberts,2007,2015,Y,Y,6,10
1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,200,0,0,Guard,Active,1610612748,Heat,MIA,heat,Miami,josh_richardson,2015,2015,Y,Y,6,6
1626159,Justise,Winslow,Justise Winslow,"Winslow, Justise",J. Winslow,1996-03-26T00:00:00,Duke,USA,Duke/USA,225,0,20,Forward,Active,1610612748,Heat,MIA,heat,Miami,justise_winslow,2015,2015,N,Y,6,7
2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,1985-04-16T00:00:00,Duke,Great Britain,Duke/Great Britain,220,11,9,Forward,Active,1610612748,Heat,MIA,heat,Miami,luol_deng,2004,2015,N,Y,6,9
201596,Mario,Chalmers,Mario Chalmers,"Chalmers, Mario",M. Chalmers,1986-05-19T00:00:00,Kansas,USA,Kansas/USA,,7,,,Inactive,0,,,,,mario_chalmers,2008,2015,N,Y,,
204020,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State,186,1,8,Guard,Active,1610612748,Heat,MIA,heat,Miami,tyler_johnson,2014,2015,Y,Y,6,4
